"host_id","host_is_superhost","host_identity_verified","host_has_profile_pic","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_listings_count","review_scores_communication","price"
144485210,"f","f","t","2017-08-05","N/A","N/A","N/A",1,NA,NA
183375401,"f","f","t","2018-04-09","N/A","N/A","N/A",1,NA,NA
183272436,"f","f","t","2018-04-09","N/A","N/A","N/A",1,NA,NA
277436628,"f","t","t","2019-07-19","N/A","N/A","N/A",1,5,NA
272265146,"f","f","t","2019-06-29","N/A","N/A","N/A",1,5,NA
307784227,"f","t","t","2019-11-07","N/A","N/A","N/A",2,NA,NA
157703622,"f","t","t","2017-11-06","N/A","N/A","N/A",2,NA,NA
27780735,"f","t","t","2015-02-15","N/A","N/A","N/A",2,5,NA
192181166,"f","t","t","2018-05-28","N/A","N/A","N/A",2,NA,NA
256012654,"f","t","t","2019-04-15","N/A","N/A","N/A",1,4.5,NA
64934891,"f","t","t","2016-03-29","N/A","N/A","N/A",2,NA,NA
6752504,"f","t","t","2013-06-05","N/A","N/A","N/A",7,NA,NA
250207981,"f","t","t","2019-03-21","N/A","N/A","N/A",1,NA,NA
36711390,"f","t","t","2015-06-25","N/A","N/A","N/A",2,5,NA
341471321,"f","t","t","2020-03-12","N/A","N/A","N/A",1,NA,NA
242393668,"f","t","t","2019-02-10","N/A","N/A","N/A",1,NA,NA
307575749,"f","f","f","2019-11-06","N/A","N/A","N/A",1,NA,NA
178083627,"f","t","t","2018-03-12","N/A","N/A","N/A",2,5,NA
26877037,"f","t","t","2015-01-28","N/A","N/A","0%",4,NA,NA
6752504,"f","t","t","2013-06-05","N/A","N/A","N/A",7,NA,NA
159358124,"f","f","t","2017-11-19","N/A","N/A","N/A",1,NA,NA
201543093,"f","t","t","2018-07-11","N/A","N/A","N/A",1,NA,NA
59169595,"f","t","t","2016-02-17","N/A","N/A","N/A",1,5,NA
274792241,"f","t","t","2019-07-09","N/A","N/A","N/A",2,4.56,NA
141746424,"f","t","t","2017-07-21","N/A","N/A","N/A",1,5,NA
298691341,"f","f","t","2019-09-29","N/A","N/A","N/A",1,NA,NA
314533486,"f","t","t","2019-12-04","N/A","N/A","N/A",8,5,NA
223558519,"f","f","t","2018-10-31","N/A","N/A","N/A",2,4.73,NA
390535864,"f","t","t","2021-02-28","N/A","N/A","N/A",32,NA,NA
423873487,"f","f","t","2021-09-20","N/A","N/A","N/A",45,4.36,NA
36575841,"f","t","t","2015-06-23","N/A","N/A","N/A",1,5,NA
403724650,"f","f","t","2021-05-26","N/A","N/A","N/A",3,NA,NA
377261591,"f","f","t","2020-11-27","N/A","N/A","N/A",2,NA,NA
391013997,"f","t","t","2021-03-03","N/A","N/A","N/A",1,NA,NA
19981094,"f","t","t","2014-08-13","within a few hours","100%","100%",3,5,NA
104691618,"f","t","t","2016-11-21","N/A","N/A","N/A",1,5,NA
6997654,"f","t","t","2013-06-19","N/A","N/A","N/A",2,5,NA
308956896,"f","t","t","2019-11-12","N/A","N/A","N/A",2,4.75,NA
250772683,"f","t","t","2019-03-23","N/A","N/A","N/A",2,NA,NA
39541683,"f","t","t","2015-07-25","N/A","N/A","N/A",1,5,NA
109716638,"f","t","t","2017-01-03","N/A","N/A","N/A",1,NA,NA
325084969,"f","t","t","2020-01-06","N/A","N/A","N/A",1,NA,NA
229296368,"f","t","t","2018-12-05","N/A","N/A","N/A",1,5,NA
28299758,"f","f","t","2015-02-24","N/A","N/A","N/A",1,NA,NA
309612914,"f","t","t","2019-11-14","N/A","N/A","N/A",8,NA,NA
408165393,"f","t","f","2021-06-20","N/A","N/A","N/A",1,NA,NA
423873487,"f","f","t","2021-09-20","N/A","N/A","N/A",45,4.75,NA
43967768,"f","f","f","2015-09-11","N/A","N/A","N/A",1,NA,NA
348619646,"f","t","t","2020-06-03","within an hour","100%","95%",51,5,NA
7049728,"f","t","t","2013-06-22","N/A","N/A","N/A",1,4.7,NA
262026369,"f","f","t","2019-05-15","N/A","N/A","N/A",1,NA,NA
45068560,"f","f","t","2015-09-25","within a day","80%","18%",3,NA,NA
224206042,"f","t","t","2018-11-04","within an hour","100%","100%",2,4.58,59
337103567,"f","f","t","2020-02-18","N/A","N/A","N/A",1,NA,NA
312410720,"f","t","t","2019-11-26","N/A","N/A","N/A",1,4,NA
312699480,"f","t","t","2019-11-27","N/A","N/A","N/A",2,NA,NA
195280100,"f","t","t","2018-06-12","N/A","N/A","N/A",1,4.64,NA
309612914,"f","t","t","2019-11-14","N/A","N/A","N/A",8,5,NA
423873487,"f","f","t","2021-09-20","N/A","N/A","N/A",45,4.44,NA
423873487,"f","f","t","2021-09-20","N/A","N/A","N/A",45,4.79,NA
50893272,"f","t","t","2015-12-09","N/A","N/A","N/A",1,NA,NA
227596527,"f","t","t","2018-11-26","N/A","N/A","N/A",1,NA,NA
346595421,"f","t","t","2020-05-17","N/A","N/A","N/A",1,NA,NA
68335750,"f","t","t","2016-04-22","within a day","100%","100%",4,5,NA
106921037,"f","f","t","2016-12-11","N/A","N/A","N/A",2,NA,NA
237012544,"f","t","t","2019-01-16","N/A","N/A","N/A",1,4,NA
359913981,"f","f","t","2020-08-01","N/A","N/A","N/A",1,NA,NA
210642957,"f","t","t","2018-08-20","N/A","N/A","N/A",2,5,NA
60532076,"f","t","t","2016-02-26","N/A","N/A","N/A",2,NA,NA
10454742,"f","t","t","2013-12-05","N/A","N/A","N/A",1,NA,NA
19303369,"f","t","t","2014-08-01","within an hour","99%","88%",298,NA,NA
60376755,"f","t","t","2016-02-25","N/A","N/A","N/A",1,NA,NA
112335936,"f","t","t","2017-01-19","N/A","N/A","N/A",2,NA,NA
260029999,"f","t","t","2019-05-05","N/A","N/A","N/A",1,NA,NA
4039777,"f","f","t","2012-11-02","within a day","100%","50%",2,5,NA
404435510,"f","t","t","2021-05-31","N/A","N/A","N/A",1,NA,NA
74054267,"f","t","t","2016-05-25","N/A","N/A","N/A",1,NA,NA
443906271,"f","t","t","2022-02-06","N/A","N/A","N/A",1,NA,45
191186824,"f","f","t","2018-05-23","N/A","N/A","N/A",1,NA,NA
154506785,"f","t","t","2017-10-13","N/A","N/A","N/A",3,NA,NA
368276707,"f","t","t","2020-09-19","N/A","N/A","N/A",1,NA,NA
26055080,"f","t","t","2015-01-13","N/A","N/A","N/A",1,4.8,NA
311340454,"f","t","t","2019-11-22","N/A","N/A","N/A",1,NA,NA
2695722,"f","t","t","2012-06-20","within an hour","67%","N/A",1,NA,54
10806025,"f","t","t","2013-12-25","within an hour","96%","94%",2,4.39,NA
405475955,"f","t","t","2021-06-05","N/A","N/A","N/A",1,NA,NA
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,402
138994918,"f","t","t","2017-07-06","N/A","N/A","N/A",2,NA,NA
305240193,"f","t","t","2019-10-29","within a few hours","100%","79%",382,NA,NA
3223938,"f","t","t","2012-08-11","within an hour","99%","23%",727,NA,NA
479353659,"f","t","t","2022-09-13","within an hour","100%","33%",2,4.95,NA
99346083,"f","f","t","2016-10-12","N/A","N/A","N/A",2,NA,125
214922940,"f","f","t","2018-09-11","N/A","N/A","N/A",1,NA,70
3223938,"f","t","t","2012-08-11","within an hour","99%","23%",727,5,NA
305240193,"f","t","t","2019-10-29","within a few hours","100%","79%",382,NA,NA
23680153,"f","t","t","2014-11-12","N/A","N/A","N/A",1,5,NA
184146557,"f","f","t","2018-04-13","N/A","N/A","N/A",1,NA,NA
345709132,"f","t","f","2020-05-08","N/A","N/A","N/A",5,NA,NA
346283145,"f","t","t","2020-05-14","N/A","N/A","N/A",1,NA,NA
188830760,"f","f","t","2018-05-10","N/A","N/A","N/A",1,NA,NA
41121817,"f","t","t","2015-08-11","N/A","N/A","N/A",1,NA,NA
524257147,"f","t","t","2023-07-07","N/A","N/A","N/A",1,NA,144
51439340,"f","f","t","2015-12-15","N/A","N/A","N/A",1,5,NA
367724384,"f","t","t","2020-09-15","N/A","N/A","N/A",1,5,NA
403724650,"f","f","t","2021-05-26","N/A","N/A","N/A",3,NA,NA
69683180,"f","f","t","2016-04-30","N/A","N/A","N/A",2,NA,NA
200239515,"f","t","t","2018-07-05","within a few hours","99%","84%",277,NA,NA
3805240,"f","t","t","2012-10-08","N/A","N/A","N/A",2,NA,NA
7722968,"f","t","t","2013-07-25","N/A","N/A","N/A",1,NA,NA
474691192,"f","t","f","2022-08-12","N/A","N/A","N/A",1,NA,NA
45700928,"f","t","t","2015-10-04","N/A","N/A","N/A",1,5,NA
55086196,"f","t","t","2016-01-18","N/A","N/A","N/A",1,5,NA
256556853,"f","t","t","2019-04-18","N/A","N/A","N/A",1,NA,NA
58687873,"f","t","t","2016-02-14","N/A","N/A","N/A",2,5,500
24558222,"f","t","t","2014-12-06","N/A","N/A","N/A",2,NA,NA
91156145,"f","t","t","2016-08-21","N/A","N/A","N/A",1,4,700
3931900,"f","f","t","2012-10-20","N/A","N/A","N/A",1,NA,NA
555538068,"f","t","t","2024-01-09","within an hour","100%","94%",8,5,NA
27848,"f","t","t","2009-07-27","N/A","N/A","N/A",2,4.45,NA
495665151,"f","t","t","2023-01-12","N/A","N/A","N/A",1,5,NA
15531096,"f","t","t","2014-05-14","N/A","N/A","N/A",1,NA,NA
305240193,"f","t","t","2019-10-29","within a few hours","100%","79%",382,NA,NA
418151816,"f","t","t","2021-08-12","a few days or more","0%","N/A",1,4.88,NA
417806601,"f","t","t","2021-08-10","N/A","N/A","N/A",8,NA,66
508069393,"f","t","t","2023-04-01","N/A","N/A","N/A",1,NA,280
56865116,"f","t","t","2016-01-31","N/A","N/A","N/A",1,NA,NA
244505851,"f","t","t","2019-02-21","N/A","N/A","N/A",1,5,NA
34161028,"f","t","t","2015-05-25","N/A","N/A","N/A",4,5,NA
284126288,"t","t","t","2019-08-09","within an hour","100%","100%",7,NA,70
94689282,"f","f","t","2016-09-11","N/A","N/A","N/A",1,NA,NA
5238263,"f","t","t","2013-02-26","N/A","N/A","N/A",1,NA,NA
393235488,"f","t","t","2021-03-19","N/A","N/A","N/A",1,NA,NA
2897835,"f","t","t","2012-07-10","N/A","N/A","N/A",2,5,NA
365153,"f","t","t","2011-01-27","N/A","N/A","N/A",1,4.98,NA
377158715,"f","t","f","2020-11-26","N/A","N/A","N/A",1,NA,NA
7000342,"f","t","t","2013-06-19","N/A","N/A","0%",1,NA,NA
1194377,"f","f","t","2011-09-22","N/A","N/A","N/A",1,5,NA
215565541,"f","t","t","2018-09-15","a few days or more","40%","99%",64,3.67,NA
243288727,"f","t","t","2019-02-15","within an hour","90%","44%",13,NA,190
558734210,"f","t","f","2024-01-26","N/A","N/A","N/A",3,NA,NA
270554496,"t","t","t","2019-06-22","within an hour","100%","100%",3,3.67,NA
54582219,"f","t","t","2016-01-14","N/A","N/A","N/A",1,NA,NA
122363368,"f","t","t","2017-03-24","N/A","N/A","N/A",1,NA,66
444665862,"f","t","f","2022-02-11","N/A","N/A","N/A",1,NA,NA
105150325,"f","t","t","2016-11-25","N/A","N/A","N/A",1,NA,NA
124028462,"f","t","t","2017-04-03","within a few hours","90%","75%",23,NA,NA
375556460,"f","t","t","2020-11-13","N/A","N/A","N/A",2,NA,NA
493199991,"t","t","t","2022-12-28","N/A","N/A","N/A",1,4.72,NA
151183,"f","t","t","2010-06-24","within a day","50%","0%",2,NA,NA
27848,"f","t","t","2009-07-27","N/A","N/A","N/A",2,4,NA
1313306,"f","t","t","2011-10-19","within a few hours","100%","N/A",2,NA,NA
45362849,"f","t","t","2015-09-29","N/A","N/A","N/A",1,NA,NA
426695342,"t","t","t","2021-10-10","within a few hours","100%","100%",2,NA,NA
527694940,"t","t","t","2023-07-24","within an hour","100%","88%",1,5,NA
22954228,"f","f","t","2014-10-25","N/A","N/A","N/A",2,4.86,NA
9754117,"f","t","t","2013-11-01","N/A","N/A","N/A",1,NA,NA
10471097,"f","t","t","2013-12-06","N/A","N/A","N/A",1,NA,NA
6723969,"f","f","t","2013-06-03","N/A","N/A","N/A",1,5,NA
6023360,"f","t","t","2013-04-21","N/A","N/A","N/A",1,5,NA
4018660,"f","t","t","2012-10-30","N/A","N/A","N/A",1,5,NA
116599,"f","t","t","2010-05-01","N/A","N/A","N/A",3,NA,NA
76437430,"f","t","t","2016-06-07","N/A","N/A","N/A",1,NA,NA
1758019,"f","t","t","2012-02-15","N/A","N/A","N/A",1,5,NA
215565541,"f","t","t","2018-09-15","a few days or more","40%","99%",64,4.83,NA
45400201,"t","t","t","2015-09-29","within an hour","100%","91%",6,NA,NA
363928053,"","t","t","2020-08-23","within a few hours","60%","86%",11,5,NA
11598359,"f","f","t","2014-01-24","N/A","N/A","N/A",1,NA,NA
2702777,"f","f","t","2012-06-21","N/A","N/A","N/A",1,NA,NA
18876264,"f","f","t","2014-07-25","N/A","N/A","N/A",1,NA,NA
12223914,"f","f","t","2014-02-13","N/A","N/A","N/A",1,NA,NA
23243453,"f","t","t","2014-11-02","N/A","N/A","N/A",1,5,NA
13499885,"f","t","t","2014-03-24","N/A","N/A","N/A",2,4,NA
15859636,"f","f","t","2014-05-22","N/A","N/A","N/A",1,NA,NA
127836236,"f","t","t","2017-04-27","within an hour","100%","100%",1,4.75,70
8255208,"f","t","t","2013-08-19","N/A","N/A","N/A",1,NA,NA
4044499,"f","t","t","2012-11-02","N/A","N/A","N/A",1,NA,NA
1540537,"f","f","t","2011-12-27","N/A","N/A","N/A",1,NA,NA
23621417,"f","f","t","2014-11-11","N/A","N/A","N/A",1,NA,NA
626876,"f","t","t","2011-05-25","N/A","N/A","N/A",2,NA,NA
21500500,"f","f","t","2014-09-18","N/A","N/A","N/A",1,NA,NA
10478532,"f","t","t","2013-12-07","N/A","N/A","N/A",1,5,NA
5605897,"f","t","t","2013-03-24","N/A","N/A","N/A",1,NA,NA
11721588,"f","f","t","2014-01-28","N/A","N/A","N/A",1,NA,NA
5019619,"f","t","t","2013-02-08","N/A","N/A","N/A",1,4.5,NA
19395095,"f","t","t","2014-08-03","N/A","N/A","N/A",1,NA,NA
12967572,"f","f","t","2014-03-09","N/A","N/A","N/A",1,NA,NA
14262697,"f","f","t","2014-04-14","N/A","N/A","N/A",1,5,NA
6533489,"f","t","t","2013-05-23","N/A","N/A","N/A",1,5,NA
10718241,"f","t","t","2013-12-19","N/A","N/A","N/A",1,NA,NA
6706914,"f","f","t","2013-06-02","N/A","N/A","N/A",2,5,NA
9582999,"f","f","t","2013-10-22","N/A","N/A","N/A",1,NA,NA
6885530,"f","t","t","2013-06-12","N/A","N/A","N/A",1,5,NA
23971405,"f","f","t","2014-11-20","N/A","N/A","N/A",1,5,NA
21652004,"f","t","t","2014-09-22","N/A","N/A","N/A",1,NA,NA
4098538,"f","t","t","2012-11-08","N/A","N/A","N/A",1,5,NA
7651028,"f","f","t","2013-07-22","N/A","N/A","N/A",1,NA,NA
7759020,"f","t","t","2013-07-27","N/A","N/A","N/A",1,5,NA
529546,"f","t","t","2011-04-23","N/A","N/A","N/A",2,5,NA
1717520,"f","t","t","2012-02-07","N/A","N/A","N/A",2,NA,NA
14140782,"f","t","t","2014-04-10","N/A","N/A","N/A",1,NA,NA
88326292,"f","t","t","2016-08-06","a few days or more","0%","33%",4,4.89,73
335040889,"f","t","t","2020-02-10","a few days or more","0%","0%",2,NA,40
95344065,"f","t","t","2016-09-15","within an hour","100%","69%",6,5,45
29707420,"f","t","t","2015-03-20","N/A","N/A","N/A",1,NA,NA
6789600,"f","t","t","2013-06-07","N/A","N/A","N/A",1,5,NA
24747103,"f","f","t","2014-12-11","N/A","N/A","N/A",1,NA,NA
942933,"f","t","t","2011-08-08","N/A","N/A","N/A",1,5,NA
13535952,"f","t","t","2014-03-25","N/A","N/A","N/A",1,NA,NA
7607092,"f","t","t","2013-07-20","N/A","N/A","N/A",1,5,NA
9813233,"f","f","t","2013-11-04","N/A","N/A","N/A",1,NA,NA
23929065,"f","f","t","2014-11-19","N/A","N/A","N/A",1,NA,NA
10317189,"f","t","t","2013-11-28","N/A","N/A","N/A",1,NA,NA
10526877,"f","t","t","2013-12-09","N/A","N/A","N/A",1,NA,NA
21937306,"f","t","t","2014-09-29","N/A","N/A","N/A",1,NA,NA
2715062,"f","t","t","2012-06-22","N/A","N/A","N/A",1,5,NA
11460768,"f","t","t","2014-01-19","N/A","N/A","N/A",1,NA,NA
451251460,"f","f","f","2022-03-25","N/A","N/A","N/A",1,NA,72
159027993,"f","t","t","2017-11-16","within an hour","100%","N/A",1,5,48
521073358,"f","t","t","2023-06-20","N/A","N/A","N/A",3,NA,955
24706492,"f","t","t","2014-12-10","N/A","N/A","N/A",1,NA,NA
391638914,"f","f","t","2021-03-08","N/A","N/A","N/A",1,NA,NA
17791294,"f","t","t","2014-07-07","N/A","N/A","N/A",1,NA,NA
102287990,"f","t","t","2016-11-02","N/A","N/A","N/A",1,NA,NA
438952657,"f","t","t","2022-01-04","within a few hours","94%","100%",37,4.5,100
9054033,"f","t","t","2013-09-25","N/A","N/A","N/A",1,NA,84
8732038,"f","f","t","2013-09-09","N/A","N/A","N/A",1,NA,NA
18289867,"f","t","t","2014-07-17","N/A","N/A","N/A",1,5,NA
11249304,"f","f","t","2014-01-13","N/A","N/A","N/A",1,NA,NA
184874464,"f","t","t","2018-04-17","within an hour","100%","94%",5,5,53
244116720,"f","t","t","2019-02-19","N/A","N/A","80%",4,4.67,100
230705060,"f","t","t","2018-12-14","within an hour","100%","100%",6,NA,105
24001156,"f","f","t","2014-11-21","N/A","N/A","N/A",1,5,NA
27078779,"f","f","t","2015-02-02","N/A","N/A","N/A",1,NA,NA
33128992,"f","f","t","2015-05-11","N/A","N/A","N/A",1,NA,NA
283679638,"f","t","t","2019-08-07","N/A","N/A","N/A",1,NA,NA
61277311,"f","t","t","2016-03-02","N/A","N/A","N/A",1,5,NA
21026294,"f","t","t","2014-09-07","N/A","N/A","N/A",1,4.92,NA
408991577,"f","f","t","2021-06-24","N/A","N/A","N/A",1,NA,NA
488152765,"f","t","t","2022-11-17","within an hour","100%","99%",5,NA,199
30080463,"f","f","t","2015-03-27","within an hour","100%","100%",2,4.92,160
443243931,"f","t","t","2022-02-02","within an hour","100%","67%",18,NA,46
183178516,"f","t","t","2018-04-08","within an hour","100%","46%",8,NA,338
384532776,"t","t","t","2021-01-14","within a few hours","95%","42%",45,5,250
110858930,"f","t","t","2017-01-10","N/A","N/A","N/A",2,NA,185
439066367,"t","f","t","2022-01-05","within an hour","100%","100%",6,4.98,90
24765924,"f","t","t","2014-12-12","within a few hours","100%","N/A",3,NA,50
490745099,"f","t","t","2022-12-08","within a few hours","100%","N/A",2,4.83,NA
53618094,"f","f","t","2016-01-06","N/A","N/A","N/A",1,NA,NA
388818764,"f","t","t","2021-02-16","N/A","N/A","N/A",2,5,NA
3508047,"f","t","t","2012-09-08","N/A","N/A","N/A",2,5,NA
166432964,"f","t","t","2018-01-07","N/A","N/A","N/A",1,NA,NA
551130565,"","t","t","2023-12-15","within an hour","95%","94%",11,NA,191
563247594,"f","t","t","2024-02-21","within an hour","100%","51%",15,NA,57
277982559,"f","t","t","2019-07-21","N/A","N/A","N/A",1,NA,98
179026754,"t","t","t","2018-03-17","within an hour","100%","96%",4,5,159
488767748,"f","t","t","2022-11-22","a few days or more","0%","100%",1,4.5,71
8977237,"f","t","t","2013-09-21","N/A","N/A","N/A",1,NA,75
410066428,"t","t","t","2021-06-30","within an hour","100%","100%",4,5,120
40684968,"f","t","t","2015-08-06","N/A","N/A","N/A",1,4,NA
124106675,"f","f","t","2017-04-03","N/A","N/A","N/A",1,5,NA
349262538,"f","t","t","2020-06-09","within an hour","90%","85%",6,4.81,223
275839005,"t","t","t","2019-07-13","N/A","N/A","100%",1,4.84,140
567823530,"f","t","f","2024-03-19","N/A","N/A","N/A",1,NA,97
545393224,"f","t","t","2023-11-07","within a few hours","90%","58%",10,NA,46
305240193,"f","t","t","2019-10-29","within a few hours","100%","79%",382,NA,98
572649285,"f","t","t","2024-04-16","within an hour","100%","67%",13,NA,48
57283593,"f","t","t","2016-02-03","within an hour","100%","100%",17,4.79,180
12485770,"f","t","t","2014-02-22","within a day","61%","37%",7,4.57,120
51501835,"f","t","t","2015-12-16","within a day","56%","44%",154,NA,175
55036405,"f","t","t","2016-01-17","N/A","N/A","N/A",1,NA,NA
36613427,"f","t","t","2015-06-24","N/A","N/A","N/A",1,NA,NA
1640615,"f","t","t","2012-01-23","N/A","N/A","N/A",1,5,NA
12495861,"f","t","t","2014-02-23","N/A","N/A","N/A",1,NA,NA
465479887,"f","t","t","2022-06-22","N/A","N/A","0%",1,5,79
234331642,"f","t","t","2019-01-04","within a day","100%","38%",1,5,72
49897449,"f","t","t","2015-11-25","N/A","N/A","N/A",2,NA,NA
457828432,"f","t","t","2022-05-06","within an hour","96%","100%",15,5,37
18111963,"f","t","t","2014-07-14","N/A","N/A","N/A",1,NA,NA
181108819,"f","f","t","2018-03-28","within a day","100%","33%",1,4.72,69
305240193,"f","t","t","2019-10-29","within a few hours","100%","79%",382,NA,60
293483235,"f","t","t","2019-09-09","N/A","N/A","N/A",1,5,120
535538968,"f","t","f","2023-09-04","a few days or more","0%","100%",2,NA,45
358711239,"f","t","t","2020-07-26","within a day","70%","43%",3,NA,100
393474623,"f","t","t","2021-03-20","N/A","N/A","100%",1,NA,200
533234561,"f","t","t","2023-08-22","within a few hours","82%","79%",85,NA,99
3869,"f","t","t","2008-10-29","N/A","N/A","N/A",1,NA,155
305240193,"f","t","t","2019-10-29","within a few hours","100%","79%",382,NA,97
59117179,"f","t","t","2016-02-17","N/A","N/A","100%",1,4.98,140
23715762,"f","t","t","2014-11-13","N/A","N/A","N/A",1,NA,NA
3404110,"f","t","t","2012-08-28","N/A","N/A","N/A",1,NA,NA
12099193,"f","t","t","2014-02-09","N/A","N/A","N/A",1,NA,NA
56916811,"f","t","t","2016-01-31","within a few hours","100%","0%",5,5,66
43044876,"f","t","t","2015-08-31","N/A","N/A","N/A",4,4,NA
40523974,"f","t","t","2015-08-04","within an hour","100%","98%",21,NA,165
46176891,"f","t","t","2015-10-09","N/A","N/A","N/A",1,NA,NA
6930315,"f","t","t","2013-06-15","N/A","N/A","N/A",1,NA,NA
118430352,"f","f","t","2017-02-27","N/A","N/A","N/A",1,NA,NA
9280524,"f","t","t","2013-10-07","N/A","N/A","N/A",1,5,NA
6824234,"f","t","t","2013-06-09","N/A","N/A","N/A",5,5,NA
491834352,"f","t","t","2022-12-17","N/A","N/A","N/A",1,4.67,600
240298366,"t","f","t","2019-01-31","within an hour","100%","97%",13,NA,110
18875522,"f","t","t","2014-07-25","within a few hours","100%","97%",2,NA,250
50448556,"f","t","t","2015-12-03","N/A","N/A","N/A",5,NA,NA
6896056,"f","f","t","2013-06-13","N/A","N/A","N/A",1,NA,NA
258023,"f","t","t","2010-10-10","N/A","N/A","N/A",1,5,NA
39123185,"f","t","t","2015-07-21","N/A","N/A","N/A",1,NA,NA
48573053,"f","f","t","2015-11-09","N/A","N/A","N/A",1,NA,NA
78499938,"f","f","t","2016-06-18","N/A","N/A","N/A",1,NA,NA
4006238,"f","t","t","2012-10-29","within a few hours","100%","100%",1,5,NA
8330049,"f","t","t","2013-08-22","N/A","N/A","N/A",1,5,NA
325958751,"t","t","t","2020-01-09","within an hour","98%","99%",24,NA,511
242603381,"f","t","t","2019-02-11","N/A","N/A","N/A",2,NA,NA
7258900,"f","t","t","2013-07-03","N/A","N/A","N/A",1,5,NA
14815035,"f","t","t","2014-04-27","N/A","N/A","N/A",1,NA,NA
4076045,"f","t","t","2012-11-06","N/A","N/A","N/A",1,NA,NA
83004119,"f","t","t","2016-07-11","N/A","N/A","N/A",1,NA,NA
435938215,"f","t","t","2021-12-13","within a few hours","60%","100%",20,3,NA
16414492,"f","t","t","2014-06-05","N/A","N/A","N/A",1,4.8,NA
207599465,"f","t","t","2018-08-05","N/A","N/A","N/A",2,NA,NA
80780369,"f","t","t","2016-06-29","N/A","N/A","N/A",1,5,NA
64018594,"f","t","t","2016-03-22","N/A","N/A","N/A",2,4.67,NA
58964906,"f","t","t","2016-02-16","N/A","N/A","N/A",1,NA,NA
